"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"GNE","Genie Energy Ltd.","8.11","$213.6M","2011","Public Utilities","Power Generation","https://old.nasdaq.com/symbol/gne",
"GNE^A","Genie Energy Ltd.","8.19","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/gne^a",
"G","Genpact Limited","32.91","$6.27B","2007","Consumer Services","Professional Services","https://old.nasdaq.com/symbol/g",
"GPC","Genuine Parts Company","71","$10.24B","n/a","Capital Goods","Automotive Aftermarket","https://old.nasdaq.com/symbol/gpc",
"GNW","Genworth Financial Inc","2.57","$1.3B","2004","Finance","Life Insurance","https://old.nasdaq.com/symbol/gnw",
"GEO","Geo Group Inc (The)","10.41","$1.26B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/geo",
"GPRK","Geopark Ltd","6.74","$408.12M","2014","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/gprk",
"GPJA","Georgia Power Company","25.315","n/a","2017","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/gpja",
"GGB","Gerdau S.A.","2.03","$3.45B","n/a","Capital Goods","Steel/Iron Ore","https://old.nasdaq.com/symbol/ggb",
"GTY","Getty Realty Corporation","23.28","$963.61M","n/a","Finance","Real Estate","https://old.nasdaq.com/symbol/gty",
"GFL","GFL Environmental Inc.","17.63","$5.54B","2020","Public Utilities","Environmental Services","https://old.nasdaq.com/symbol/gfl",
"GFLU","GFL Environmental Inc.","48.55","n/a","2020","Public Utilities","Environmental Services","https://old.nasdaq.com/symbol/gflu",
"GIX","GigCapital2, Inc.","9.95","$221.34M","2019","Finance","Business Services","https://old.nasdaq.com/symbol/gix",
"GIX.U","GigCapital2, Inc.","n/a","n/a","2019","n/a","n/a","https://old.nasdaq.com/symbol/gix.u",
"GIX.WS","GigCapital2, Inc.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/gix.ws",
"GIX~","GigCapital2, Inc.","0.3","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/gix~",
"GIK.U","GigCapital3, Inc.","n/a","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/gik.u",
"GIL","Gildan Activewear, Inc.","12.89","$2.55B","1998","Consumer Non-Durables","Apparel","https://old.nasdaq.com/symbol/gil",
"GLT","Glatfelter","13.59","$602.2M","n/a","Basic Industries","Paper","https://old.nasdaq.com/symbol/glt",
"GKOS","Glaukos Corporation","34.63","$1.53B","2015","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/gkos",
"GSK","GlaxoSmithKline PLC","40.86","$102.5B","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/gsk",
"CO","Global Cord Blood Corporation","2.66","$323.33M","n/a","Finance","Business Services","https://old.nasdaq.com/symbol/co",
"GMRE","Global Medical REIT Inc.","9.5","$427.62M","2016","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/gmre",
"GMRE^A","Global Medical REIT Inc.","24.6","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/gmre^a",
"GNL","Global Net Lease, Inc.","12.94","$1.16B","2015","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/gnl",
"GNL^A","Global Net Lease, Inc.","22.53","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/gnl^a",
"GNL^B","Global Net Lease, Inc.","20.87","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/gnl^b",
"GLP","Global Partners LP","9.48","$322.28M","2005","Energy","Oil Refining/Marketing","https://old.nasdaq.com/symbol/glp",
"GLP^A","Global Partners LP","22.08","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/glp^a",
"GPN","Global Payments Inc.","164.31","$49.15B","n/a","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/gpn",
"GSL","Global Ship Lease, Inc.","3.84","$67.42M","n/a","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/gsl",
"GSL^B","Global Ship Lease, Inc.","19.26","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/gsl^b",
"GSLD","Global Ship Lease, Inc.","19.2261","n/a","2019","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/gsld",
"GLOB","Globant S.A.","111.37","$4.14B","2014","Technology","EDP Services","https://old.nasdaq.com/symbol/glob",
"GL","Globe Life Inc.","67.37","$7.17B","n/a","Finance","Life Insurance","https://old.nasdaq.com/symbol/gl",
"GL^C","Globe Life Inc.","26.07","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/gl^c",
"GMED","Globus Medical, Inc.","45.41","$4.42B","2012","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/gmed",
"GMS","GMS Inc.","17.43","$737.65M","2016","Consumer Services","RETAIL: Building Materials","https://old.nasdaq.com/symbol/gms",
"GNC","GNC Holdings, Inc.","0.4213","$35.65M","2011","Consumer Non-Durables","Food Chains","https://old.nasdaq.com/symbol/gnc",
"GDDY","GoDaddy Inc.","76.21","$12.69B","2015","Technology","EDP Services","https://old.nasdaq.com/symbol/gddy",
"GOL","Gol Linhas Aereas Inteligentes S.A.","3.63","$639.78M","2004","Transportation","Air Freight/Delivery Services","https://old.nasdaq.com/symbol/gol",
"GFI","Gold Fields Limited","8.28","$7.31B","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/gfi",
"GSBD","Goldman Sachs BDC, Inc.","15.23","$615.32M","2015","n/a","n/a","https://old.nasdaq.com/symbol/gsbd",
"GS","Goldman Sachs Group, Inc. (The)","174.45","$59.99B","1999","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/gs",
"GS^A","Goldman Sachs Group, Inc. (The)","19.83","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/gs^a",
"GS^C","Goldman Sachs Group, Inc. (The)","20.25","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/gs^c",
"GS^D","Goldman Sachs Group, Inc. (The)","20.27","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/gs^d",
"GS^J","Goldman Sachs Group, Inc. (The)","25.28","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/gs^j",
"GS^K","Goldman Sachs Group, Inc. (The)","25.88","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/gs^k",
"GS^N","Goldman Sachs Group, Inc. (The)","25.76","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/gs^n",
"GER","Goldman Sachs MLP Energy Renaissance Fund","7.92","$69.94M","1986","n/a","n/a","https://old.nasdaq.com/symbol/ger",
"GMZ","Goldman Sachs MLP Income Opportunities Fund","10.14","$64.53M","2013","n/a","n/a","https://old.nasdaq.com/symbol/gmz",
"GRC","Gorman-Rupp Company (The)","26.7","$696.64M","n/a","Capital Goods","Fluid Controls","https://old.nasdaq.com/symbol/grc",
"GPX","GP Strategies Corporation","5.43","$93.25M","n/a","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/gpx",
"GGG","Graco Inc.","43.98","$7.33B","n/a","Capital Goods","Fluid Controls","https://old.nasdaq.com/symbol/ggg",
"GRAF","Graf Industrial Corp.","10.26","$312.63M","2018","Finance","Business Services","https://old.nasdaq.com/symbol/graf",
"GRAF.U","Graf Industrial Corp.","n/a","n/a","2018","n/a","n/a","https://old.nasdaq.com/symbol/graf.u",
"GRAF.WS","Graf Industrial Corp.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/graf.ws",
"EAF","GrafTech International Ltd.","5.98","$1.6B","2018","Energy","Industrial Machinery/Components","https://old.nasdaq.com/symbol/eaf",
"GHM","Graham Corporation","11.04","$109.2M","n/a","Technology","Industrial Machinery/Components","https://old.nasdaq.com/symbol/ghm",
"GHC","Graham Holdings Company","329.87","$1.73B","n/a","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/ghc",
"GRAM","Grana y Montero S.A.A.","1.88","$327.84M","2018","Basic Industries","Military/Government/Technical","https://old.nasdaq.com/symbol/gram",
"GVA","Granite Construction Incorporated","13.73","$641.76M","n/a","Basic Industries","Military/Government/Technical","https://old.nasdaq.com/symbol/gva",
"GPMT","Granite Point Mortgage Trust Inc.","4.68","$258.04M","2017","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/gpmt",
"GRP.U","Granite Real Estate Inc.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/grp.u",
"GPK","Graphic Packaging Holding Company","12.84","$3.59B","n/a","Consumer Durables","Containers/Packaging","https://old.nasdaq.com/symbol/gpk",
"GTN","Gray Television, Inc.","11.99","$1.19B","n/a","Consumer Services","Broadcasting","https://old.nasdaq.com/symbol/gtn",
"GTN.A","Gray Television, Inc.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/gtn.a",
"AJX","Great Ajax Corp.","7.34","$168.25M","2015","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/ajx",
"AJXA","Great Ajax Corp.","21.56","n/a","2017","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/ajxa",
"GWB","Great Western Bancorp, Inc.","11.79","$648.61M","2014","Finance","Major Banks","https://old.nasdaq.com/symbol/gwb",
"GDOT","Green Dot Corporation","33.97","$1.8B","2010","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/gdot",
"GBX","Greenbrier Companies, Inc. (The)","16.38","$535.1M","1994","Capital Goods","Railroads","https://old.nasdaq.com/symbol/gbx",
"GHL","Greenhill & Co., Inc.","8.23","$154.58M","2004","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/ghl",
"GHG","GreenTree Hospitality Group Ltd.","13.14","$1.34B","2018","Consumer Services","Hotels/Resorts","https://old.nasdaq.com/symbol/ghg",
"GEF","Greif, Inc.","28.84","$1.71B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/gef",
"GEF.B","Greif, Inc.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/gef.b",
"GFF","Griffon Corporation","14.61","$692.97M","n/a","Capital Goods","Building Products","https://old.nasdaq.com/symbol/gff",
"GPI","Group 1 Automotive, Inc.","46.14","$838.62M","1997","Consumer Durables","Automotive Aftermarket","https://old.nasdaq.com/symbol/gpi",
"GRUB","GrubHub Inc.","54.72","$5.03B","2014","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/grub",
"PAC","Grupo Aeroportuario Del Pacifico, S.A. de C.V.","58.64","$3.29B","2006","Transportation","Aerospace","https://old.nasdaq.com/symbol/pac",
"ASR","Grupo Aeroportuario del Sureste, S.A. de C.V.","100.52","$3.02B","n/a","Transportation","Aerospace","https://old.nasdaq.com/symbol/asr",
"AVAL","Grupo Aval Acciones y Valores S.A.","3.79","$4.22B","2014","Finance","Commercial Banks","https://old.nasdaq.com/symbol/aval",
"SUPV","Grupo Supervielle S.A.","1.99","$181.78M","2016","Finance","Commercial Banks","https://old.nasdaq.com/symbol/supv",
"TV","Grupo Televisa S.A.","4.91","$2.77B","1993","Consumer Services","Broadcasting","https://old.nasdaq.com/symbol/tv",
"GSX","GSX Techedu Inc.","34.93","$8.34B","2019","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/gsx",
"GTT","GTT Communications, Inc.","9.16","$538.79M","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/gtt",
"GSH","Guangshen Railway Company Limited","9.83","$1.39B","n/a","Transportation","Railroads","https://old.nasdaq.com/symbol/gsh",
"GES","Guess?, Inc.","7.13","$471.07M","1996","Consumer Non-Durables","Apparel","https://old.nasdaq.com/symbol/ges",
"GGM","Guggenheim Credit Allocation Fund","15.98","$137.02M","2013","n/a","n/a","https://old.nasdaq.com/symbol/ggm",
"GPM","Guggenheim Enhanced Equity Income Fund","5.21","$251.86M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/gpm",
"GOF","Guggenheim Strategic Opportunities Fund","15.1","$617.76M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/gof",
"GBAB","Guggenheim Taxable Municipal Managed Duration Trst","22.27","$405.28M","2010","n/a","n/a","https://old.nasdaq.com/symbol/gbab",
"GWRE","Guidewire Software, Inc.","92.17","$7.64B","2012","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/gwre",
"HRB","H&R Block, Inc.","15.37","$2.96B","n/a","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/hrb",
"FUL","H. B. Fuller Company","31.92","$1.64B","n/a","Basic Industries","Home Furnishings","https://old.nasdaq.com/symbol/ful",
"HAE","Haemonetics Corporation","100.44","$5.05B","1991","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/hae",
"HAL","Halliburton Company","9.95","$8.73B","n/a","Energy","Oilfield Services/Equipment","https://old.nasdaq.com/symbol/hal",
"HBB","Hamilton Beach Brands Holding Company","9.73","$132.57M","2017","Consumer Durables","Home Furnishings","https://old.nasdaq.com/symbol/hbb",
"HBI","Hanesbrands Inc.","8.53","$2.97B","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","https://old.nasdaq.com/symbol/hbi",
"HNGR","Hanger, Inc.","15.06","$569.16M","2018","Health Care","Medical Specialities","https://old.nasdaq.com/symbol/hngr",
"HASI","Hannon Armstrong Sustainable Infrastructure Capital, Inc.","26.45","$1.93B","2013","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/hasi",
"HOG","Harley-Davidson, Inc.","19.55","$2.99B","n/a","Consumer Non-Durables","Motor Vehicles","https://old.nasdaq.com/symbol/hog",
"HMY","Harmony Gold Mining Company Limited","3.78","$2.02B","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/hmy",
"HSC","Harsco Corporation","8.38","$661.05M","n/a","Consumer Services","Diversified Commercial Services","https://old.nasdaq.com/symbol/hsc",
"HHS","Harte-Hanks, Inc.","2.43","$15.33M","1993","Technology","Advertising","https://old.nasdaq.com/symbol/hhs",
"HGH","Hartford Financial Services Group, Inc. (The)","26.55","n/a","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/hgh",
"HIG","Hartford Financial Services Group, Inc. (The)","33.3","$11.92B","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/hig",
"HIG^G","Hartford Financial Services Group, Inc. (The)","26.8958","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/hig^g",
"HVT","Haverty Furniture Companies, Inc.","14.31","$267.88M","n/a","Consumer Services","Other Specialty Stores","https://old.nasdaq.com/symbol/hvt",
"HVT.A","Haverty Furniture Companies, Inc.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/hvt.a",
"HE","Hawaiian Electric Industries, Inc.","36.43","$3.98B","n/a","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/he",
"HCHC","HC2 Holdings, Inc.","2.4","$111.72M","n/a","Capital Goods","Metal Fabrications","https://old.nasdaq.com/symbol/hchc",
"HCA","HCA Healthcare, Inc.","99.17","$33.48B","2011","Health Care","Hospital/Nursing Management","https://old.nasdaq.com/symbol/hca",
"HCI","HCI Group, Inc.","40.03","$315.79M","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/hci",
"HDB","HDFC Bank Limited","37.59","$68.69B","2001","Finance","Commercial Banks","https://old.nasdaq.com/symbol/hdb",
"HR","Healthcare Realty Trust Incorporated","28.59","$3.86B","1993","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/hr",
"HTA","Healthcare Trust of America, Inc.","24.07","$5.26B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/hta",
"PEAK","Healthpeak Properties, Inc.","22.23","$11.97B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/peak",
"HL","Hecla Mining Company","2.64","$1.39B","n/a","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","https://old.nasdaq.com/symbol/hl",
"HL^B","Hecla Mining Company","56.99","n/a","n/a","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","https://old.nasdaq.com/symbol/hl^b",
"HEI","Heico Corporation","85.95","$11.57B","n/a","Capital Goods","Aerospace","https://old.nasdaq.com/symbol/hei",
"HEI.A","Heico Corporation","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/hei.a",
"HLX","Helix Energy Solutions Group, Inc.","2.14","$321.01M","n/a","Energy","Oilfield Services/Equipment","https://old.nasdaq.com/symbol/hlx",
"HP","Helmerich & Payne, Inc.","17.35","$1.86B","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/hp",
"HLF","Herbalife Nutrition Ltd.","39.53","$5.45B","2004","Health Care","Other Pharmaceuticals","https://old.nasdaq.com/symbol/hlf",
"HRI","Herc Holdings Inc.","21.79","$634.33M","2016","n/a","n/a","https://old.nasdaq.com/symbol/hri",
"HCXY","Hercules Capital, Inc.","23.88","n/a","2018","n/a","n/a","https://old.nasdaq.com/symbol/hcxy",
"HCXZ","Hercules Capital, Inc.","23.595","n/a","2018","n/a","n/a","https://old.nasdaq.com/symbol/hcxz",
"HTGC","Hercules Capital, Inc.","10.33","$1.14B","2012","n/a","n/a","https://old.nasdaq.com/symbol/htgc",
"HRTG","Heritage Insurance Holdings, Inc.","11.15","$314.56M","2014","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/hrtg",
"PSV","Hermitage Offshore Services Ltd.","0.52","$16.29M","2014","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/psv",
"HT","Hersha Hospitality Trust","4.18","$161.83M","1999","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/ht",
"HT^C","Hersha Hospitality Trust","8.24","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ht^c",
"HT^D","Hersha Hospitality Trust","7.89","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ht^d",
"HT^E","Hersha Hospitality Trust","7.92","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ht^e",
"HSY","Hershey Company (The)","131.03","$27.26B","n/a","Consumer Non-Durables","Specialty Foods","https://old.nasdaq.com/symbol/hsy",
"HTZ","Hertz Global Holdings, Inc","2.79","$396.98M","2016","Consumer Services","Rental/Leasing Companies","https://old.nasdaq.com/symbol/htz",
"HES","Hess Corporation","42.77","$13.14B","n/a","Energy","Integrated oil Companies","https://old.nasdaq.com/symbol/hes",
"HESM","Hess Midstream LP","16.86","$4.79B","2017","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/hesm",
"HPE","Hewlett Packard Enterprise Company","9.17","$11.81B","2015","Technology","Retail: Computer Software & Peripheral Equipment","https://old.nasdaq.com/symbol/hpe",
"HXL","Hexcel Corporation","28.06","$2.34B","n/a","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/hxl",
"HEXO","HEXO Corp.","0.4373","$150.39M","n/a","Consumer Durables","Specialty Chemicals","https://old.nasdaq.com/symbol/hexo",
"HCR","Hi-Crush Inc.","0.2312","$23.33M","2012","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","https://old.nasdaq.com/symbol/hcr",
"PCF","High Income Securities Fund","6.9","$38.4M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pcf",
"HGLB","Highland Global Allocation Fund","5.2376","$117.86M","2019","n/a","n/a","https://old.nasdaq.com/symbol/hglb",
"HFRO","Highland Income Fund","7.42","$532.58M","2017","n/a","n/a","https://old.nasdaq.com/symbol/hfro",
"HFRO^A","Highland Income Fund","23.8","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/hfro^a",
"HPR","HighPoint Resources Corporation","0.249","$53.55M","2018","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/hpr",
"HIW","Highwoods Properties, Inc.","32.3","$3.36B","1994","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/hiw",
"HIL","Hill International, Inc.","1.27","$71.1M","2018","Consumer Services","Military/Government/Technical","https://old.nasdaq.com/symbol/hil",
"HI","Hillenbrand Inc","19.2","$1.43B","n/a","Consumer Durables","Miscellaneous manufacturing industries","https://old.nasdaq.com/symbol/hi",
"HRC","Hill-Rom Holdings Inc","99.62","$6.63B","n/a","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/hrc",
"HTH","Hilltop Holdings Inc.","13.98","$1.26B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/hth",
"HGV","Hilton Grand Vacations Inc.","17.5","$1.49B","2016","Consumer Services","Hotels/Resorts","https://old.nasdaq.com/symbol/hgv",
"HLT","Hilton Worldwide Holdings Inc.","68.17","$18.9B","2016","Consumer Services","Hotels/Resorts","https://old.nasdaq.com/symbol/hlt",
"HNI","HNI Corporation","20.65","$880.67M","n/a","Consumer Durables","Office Equipment/Supplies/Services","https://old.nasdaq.com/symbol/hni",
"HMLP","Hoegh LNG Partners LP","9.96","$331.53M","2014","Consumer Services","Marine Transportation","https://old.nasdaq.com/symbol/hmlp",
"HMLP^A","Hoegh LNG Partners LP","21.01","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/hmlp^a",
"HEP","Holly Energy Partners, L.P.","14.3","$1.51B","2004","Energy","Natural Gas Distribution","https://old.nasdaq.com/symbol/hep",
"HFC","HollyFrontier Corporation","27.61","$4.47B","n/a","Energy","Integrated oil Companies","https://old.nasdaq.com/symbol/hfc",
"HD","Home Depot, Inc. (The)","234.48","$251.86B","n/a","Consumer Services","RETAIL: Building Materials","https://old.nasdaq.com/symbol/hd",
"HMC","Honda Motor Company, Ltd.","22.67","$39.16B","n/a","Capital Goods","Auto Manufacturing","https://old.nasdaq.com/symbol/hmc",
"HON","Honeywell International Inc.","127.05","$89.17B","n/a","Capital Goods","Aerospace","https://old.nasdaq.com/symbol/hon",
"HMN","Horace Mann Educators Corporation","32.28","$1.33B","1991","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/hmn",
"HZN","Horizon Global Corporation","1.45","$36.94M","2015","Capital Goods","Auto Parts:O.E.M.","https://old.nasdaq.com/symbol/hzn",
"HTFA","Horizon Technology Finance Corporation","22.56","n/a","2017","n/a","n/a","https://old.nasdaq.com/symbol/htfa",
"HRL","Hormel Foods Corporation","47.58","$25.59B","n/a","Consumer Non-Durables","Meat/Poultry/Fish","https://old.nasdaq.com/symbol/hrl",
"HST","Host Hotels & Resorts, Inc.","10.04","$7.08B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/hst",
"HLI","Houlihan Lokey, Inc.","60.66","$3.98B","2015","Finance","Investment Managers","https://old.nasdaq.com/symbol/hli",
"HOV","Hovnanian Enterprises Inc","10.87","$66.64M","n/a","Capital Goods","Homebuilding","https://old.nasdaq.com/symbol/hov",
"HHC","Howard Hughes Corporation (The)","43.85","$2.41B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/hhc",
"HWM","Howmet Aerospace Inc.","11.25","$4.91B","n/a","Capital Goods","Metal Fabrications","https://old.nasdaq.com/symbol/hwm",
"HPQ","HP Inc.","14.51","$20.75B","n/a","Technology","Computer Manufacturing","https://old.nasdaq.com/symbol/hpq",
"HSBC","HSBC Holdings plc","24.54","$99.95B","n/a","Finance","Savings Institutions","https://old.nasdaq.com/symbol/hsbc",
"HSBC^A","HSBC Holdings plc","25.87","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/hsbc^a",
"HMI","Huami Corporation","10.54","$652.95M","2018","Technology","Computer Manufacturing","https://old.nasdaq.com/symbol/hmi",
"HNP","Huaneng Power International, Inc.","14.94","$5.86B","1994","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/hnp",
"HUBB","Hubbell Inc","112.74","$6.11B","2015","Capital Goods","Electrical Products","https://old.nasdaq.com/symbol/hubb",
"HUBS","HubSpot, Inc.","181.03","$7.9B","2014","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/hubs",
"HBM","Hudbay Minerals Inc.","2.05","$535.61M","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/hbm",
"HUD","Hudson Ltd.","4.54","$419.67M","2018","Consumer Services","Department/Specialty Retail Stores","https://old.nasdaq.com/symbol/hud",
"HPP","Hudson Pacific Properties, Inc.","20.32","$3.11B","2010","Finance","Real Estate","https://old.nasdaq.com/symbol/hpp",
"HUM","Humana Inc.","385.81","$51.01B","n/a","Health Care","Medical Specialities","https://old.nasdaq.com/symbol/hum",
"HCFT","Hunt Companies Finance Trust, Inc.","1.98","$49.38M","2013","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/hcft",
"HII","Huntington Ingalls Industries, Inc.","172.22","$6.97B","n/a","Capital Goods","Marine Transportation","https://old.nasdaq.com/symbol/hii",
"HUN","Huntsman Corporation","15","$3.31B","2005","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/hun",
"HUYA","HUYA Inc.","16.34","$3.59B","2018","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/huya",
"H","Hyatt Hotels Corporation","46.69","$4.72B","2009","Consumer Services","Hotels/Resorts","https://old.nasdaq.com/symbol/h",
"HY","Hyster-Yale Materials Handling, Inc.","31.83","$534.18M","n/a","Capital Goods","Construction/Ag Equipment/Trucks","https://old.nasdaq.com/symbol/hy",
"IAA","IAA, Inc.","35.73","$4.79B","2019","Consumer Durables","Automotive Aftermarket","https://old.nasdaq.com/symbol/iaa",
"IAG","Iamgold Corporation","3.8","$1.79B","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/iag",
"IBN","ICICI Bank Limited","8.71","$28.19B","n/a","Finance","Commercial Banks","https://old.nasdaq.com/symbol/ibn",
"ICL","ICL Group Ltd.","3.11","$3.98B","2014","Basic Industries","Agricultural Chemicals","https://old.nasdaq.com/symbol/icl",
"IDA","IDACORP, Inc.","86.63","$4.37B","n/a","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/ida",
"IEX","IDEX Corporation","149.03","$11.24B","1989","Capital Goods","Fluid Controls","https://old.nasdaq.com/symbol/iex",
"IDT","IDT Corporation","5.42","$144.12M","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/idt",
"INFO","IHS Markit Ltd.","65.68","$26.2B","1996","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/info",
"ITW","Illinois Tool Works Inc.","154.85","$48.92B","n/a","Technology","Industrial Machinery/Components","https://old.nasdaq.com/symbol/itw",
"IMAX","Imax Corporation","11.49","$675.46M","n/a","Miscellaneous","Industrial Machinery/Components","https://old.nasdaq.com/symbol/imax",
"ICD","Independence Contract Drilling, Inc.","5.68","$21.68M","2014","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/icd",
"IHC","Independence Holding Company","27.15","$401.43M","n/a","Finance","Life Insurance","https://old.nasdaq.com/symbol/ihc",
"IRT","Independence Realty Trust, Inc.","8.92","$844.8M","2013","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/irt",
"IFN","India Fund, Inc. (The)","14.13","$380.16M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ifn",
"IBA","Industrias Bachoco, S.A. de C.V.","33.49","$1.67B","1997","Consumer Non-Durables","Meat/Poultry/Fish","https://old.nasdaq.com/symbol/iba",
"INFY","Infosys Limited","8.68","$36.81B","n/a","Technology","EDP Services","https://old.nasdaq.com/symbol/infy",
"ING","ING Group, N.V.","5.32","$20.75B","1997","Finance","Commercial Banks","https://old.nasdaq.com/symbol/ing",
"IR","Ingersoll Rand Inc.","26.71","$11.13B","2017","Technology","Industrial Machinery/Components","https://old.nasdaq.com/symbol/ir",
